CodeSite,DateDebut,DateFin,CodePostal,TypeAppareil,Download,Upload,Langue,Latitude,Longitude
PW0175,2019-09-09T18:00:00+02:00,2019-09-09T18:01:00+02:00,75016,Mobile,0,51200,Italien,48.8609372147,2.2893499444
PW0010,2019-09-09T18:01:00+02:00,2019-09-09T18:07:00+02:00,75010,Mobile,5479069,925169,Français,48.8717845119,2.3573826449
PW0063,2019-09-09T18:03:00+02:00,2019-09-09T19:11:00+02:00,75014,Mobile,59509683,43156219,Anglais,48.8321552307,2.3268845369
PW0049,2019-09-09T18:03:00+02:00,2019-09-09T18:10:00+02:00,75011,Mobile,26861639,2038602,Français,48.8515955528,2.383960071
PW0151,2019-09-09T18:04:00+02:00,2019-09-09T18:17:00+02:00,75008,Mobile,5908135,565035,Français,48.8802623407,2.309839897
PW0163,2019-09-09T18:06:00+02:00,2019-09-09T18:14:00+02:00,75004,Mobile,8820491,760749,Anglais,48.8556307839,2.3656584031
PW0159,2019-09-09T18:06:00+02:00,2019-09-09T20:07:00+02:00,75019,Mobile,480937140,35535392,Français,48.8796817468,2.3883276374
PW0146,2019-09-09T18:16:00+02:00,2019-09-09T19:36:00+02:00,75006,Ordinateur,5750124,2078927,Français,48.8512426095,2.330443623
PW0066,2019-09-09T18:41:00+02:00,2019-09-09T18:43:00+02:00,75013,Mobile,8065899,853337,Français,48.8309190436,2.3701069536
PW0163,2019-09-09T18:41:00+02:00,2019-09-09T19:02:00+02:00,75004,Mobile,23952702,4002849,Anglais,48.8556307839,2.3656584031
PW0190,2019-09-09T18:41:00+02:00,2019-09-09T19:04:00+02:00,75007,Mobile,48411499,4767327,Espagnol,48.8611484589,2.325065434
PW0165-1,2019-09-09T18:43:00+02:00,2019-09-09T19:03:00+02:00,75007,Mobile,8182014,1433306,Espagnol,48.8546101225,2.3001906307
PW0123,2019-09-09T18:46:00+02:00,2019-09-09T18:55:00+02:00,75004,Mobile,3818993,491724,Italien,48.8563193139,2.3517550767
PW0193,2019-09-09T18:58:00+02:00,2019-09-09T19:00:00+02:00,75001,Mobile,12706215,507972,Français,48.8574278537,2.3470199245
PW0122-1,2019-09-09T19:02:00+02:00,2019-09-09T19:12:00+02:00,75004,Mobile,32207796,2018574,Anglais,48.856389683,2.352388267
PW0185,2019-09-09T19:32:00+02:00,2019-09-09T19:33:00+02:00,75014,Mobile,4883937,226736,Français,48.8312962023,2.3200964903
PW0165,2019-09-09T19:33:00+02:00,2019-09-09T19:38:00+02:00,75007,Mobile,16020972,1469663,Espagnol,48.8569794103,2.2933390635
PW0058-3,2019-09-09T19:35:00+02:00,2019-09-09T20:28:00+02:00,75012,Mobile,180238737,10852593,Français,48.8368107135,2.3823502437
PW0110,2019-09-09T19:37:00+02:00,2019-09-09T20:13:00+02:00,75001,Mobile,128619522,38284777,Anglais,48.8614694222,2.346303724
PW0103-2,2019-09-09T19:39:00+02:00,2019-09-09T20:24:00+02:00,75013,Mobile,188770353,9598906,Français,48.8204906699,2.3673087496
PW0150,2019-09-09T19:40:00+02:00,2019-09-09T20:08:00+02:00,75004,Mobile,79865077,48346790,Anglais,48.8523533398,2.3603109745
PW0190,2019-09-09T19:44:00+02:00,2019-09-09T19:58:00+02:00,75007,Mobile,10688537,863876,Espagnol,48.8611484589,2.325065434
PW0146,2019-09-09T19:48:00+02:00,2019-09-09T20:13:00+02:00,75006,Ordinateur,19286879,1979284,Français,48.8512426095,2.330443623
PW0175,2019-09-09T19:56:00+02:00,2019-09-09T19:59:00+02:00,75016,Mobile,7649755,593216,Anglais,48.8609372147,2.2893499444
PW0177,2019-09-09T20:06:00+02:00,2019-09-09T22:07:00+02:00,75011,Mobile,253028157,22097802,Français,48.8570974891,2.3704796611
PW0175,2019-09-09T20:12:00+02:00,2019-09-09T20:14:00+02:00,75016,Mobile,2208783,600628,Anglais,48.8609372147,2.2893499444
PW0196,2019-09-09T20:13:00+02:00,2019-09-09T20:24:00+02:00,75008,Mobile,14835606,1745689,Anglais,48.8652873059,2.317839769
PW0151,2019-09-09T20:18:00+02:00,2019-09-09T20:54:00+02:00,75008,Mobile,23055673,5853685,Français,48.8802623407,2.309839897
PW0165-1,2019-09-09T20:28:00+02:00,2019-09-09T20:34:00+02:00,75007,Mobile,24945924,3573663,Anglais,48.8546101225,2.3001906307
PW0142,2019-09-09T20:32:00+02:00,2019-09-09T20:51:00+02:00,75009,Ordinateur,18878529,1029141,Français,48.8779672649,2.3450215123
PW0161,2019-09-09T20:40:00+02:00,2019-09-09T20:44:00+02:00,75007,Mobile,10258087,441982,Anglais,48.8581897423,2.312894264
PW0073,2019-09-09T20:45:00+02:00,2019-09-09T20:45:00+02:00,75020,Mobile,5472724,4164164,Français,48.8552404998,2.4039028856
PW0149,2019-09-09T20:45:00+02:00,2019-09-09T20:48:00+02:00,75001,Mobile,8944863,652791,Français,48.8593733254,2.3358223561
PW0150,2019-09-09T20:57:00+02:00,2019-09-09T21:37:00+02:00,75004,Mobile,158403344,9689757,Français,48.8523533398,2.3603109745
PW0170-1,2019-09-09T20:59:00+02:00,2019-09-09T22:23:00+02:00,75018,Mobile,386294485,13802290,Français,48.8858336546,2.3650478296
PW0190,2019-09-09T21:15:00+02:00,2019-09-09T21:18:00+02:00,75007,Mobile,11118125,8334165,Espagnol,48.8611484589,2.325065434
PW0161,2019-09-09T21:23:00+02:00,2019-09-09T21:27:00+02:00,75007,Mobile,11825299,1037552,Anglais,48.8581897423,2.312894264
PW0190,2019-09-09T21:45:00+02:00,2019-09-09T21:53:00+02:00,75007,Mobile,14012575,4995422,Anglais,48.8611484589,2.325065434
PW0072,2019-09-09T21:55:00+02:00,2019-09-09T22:21:00+02:00,75020,Mobile,33882615,12133246,Français,48.8719533728,2.3923025004
PW0191,2019-09-09T22:05:00+02:00,2019-09-09T22:25:00+02:00,75004,Mobile,5656980,683115,Anglais,48.8547105055,2.353240934
PW0175,2019-09-09T22:06:00+02:00,2019-09-09T22:07:00+02:00,75016,Mobile,213336,107364,Anglais,48.8609372147,2.2893499444
PW0149,2019-09-09T22:24:00+02:00,2019-09-09T22:46:00+02:00,75001,Mobile,48919747,6191660,Portugais,48.8593733254,2.3358223561
PW0193,2019-09-09T22:38:00+02:00,2019-09-09T22:39:00+02:00,75016,Mobile,3235297,1510942,Anglais,48.8574278537,2.3470199245
PW0123,2019-09-09T22:43:00+02:00,2019-09-09T22:46:00+02:00,75004,Mobile,4013818,487699,Français,48.8563193139,2.3517550767
PW0123,2019-09-09T22:55:00+02:00,2019-09-09T23:08:00+02:00,75004,Mobile,22852329,2059498,Espagnol,48.8563193139,2.3517550767
PW0166,2019-09-09T23:03:00+02:00,2019-09-09T23:24:00+02:00,75017,Mobile,90209856,8857968,Français,48.8899003976,2.2989413895
PW0123-1,2019-09-09T23:21:00+02:00,2019-09-09T23:31:00+02:00,75004,Mobile,30339960,52491578,Espagnol,48.8570518501,2.3523517242
PW0110,2019-09-09T23:45:00+02:00,2019-09-09T23:57:00+02:00,75001,Mobile,21826490,2385248,Français,48.8614694222,2.346303724
PW0167,2019-09-09T23:52:00+02:00,2019-09-10T00:52:00+02:00,75019,Mobile,280641112,16871033,Français,48.8852754048,2.3763541911
PW0175,2019-09-09T23:59:00+02:00,2019-09-10T00:35:00+02:00,75016,Mobile,4678872,6530221,Espagnol,48.8609372147,2.2893499444
PW0149,2019-09-10T00:44:00+02:00,2019-09-10T01:11:00+02:00,75001,Mobile,22058488,3566476,Anglais,48.8593733254,2.3358223561
PW0201,2019-09-10T00:56:00+02:00,2019-09-10T02:56:00+02:00,75014,Ordinateur,1703126901,35590945,Français,48.8339906348,2.33201446
PW0190,2019-09-10T01:08:00+02:00,2019-09-10T01:08:00+02:00,75007,Mobile,0,0,Anglais,48.8611484589,2.325065434
PW0189,2019-09-10T01:11:00+02:00,2019-09-10T01:14:00+02:00,75007,Mobile,8399564,1323225,Arabe,48.8629641751,2.3045246819
PW0175,2019-09-10T01:27:00+02:00,2019-09-10T01:29:00+02:00,75016,Mobile,917951,121137,Anglais,48.8609372147,2.2893499444
PW0103-1,2019-09-10T09:20:00+02:00,2019-09-10T11:21:00+02:00,75013,Mobile,439674879,23722084,Français,48.8209032702,2.3684461743
PW0165,2019-09-10T10:39:00+02:00,2019-09-10T11:06:00+02:00,75007,Mobile,7104759,614557,Espagnol,48.8569794103,2.2933390635
PW0087,2019-09-10T11:26:00+02:00,2019-09-10T11:40:00+02:00,75012,Mobile,13081023,1568287,Français,48.8380025291,2.4104291616
PW0136,2019-09-10T11:38:00+02:00,2019-09-10T12:51:00+02:00,75019,Mobile,34542945,146894179,Français,48.8519010105,2.3449482189
PW0075,2019-09-10T11:39:00+02:00,2019-09-10T12:55:00+02:00,75015,Mobile,93221785,2422287,Français,48.8266335927,2.3004174655
PW0199,2019-09-10T11:41:00+02:00,2019-09-10T12:09:00+02:00,75014,Mobile,40169961,3080868,Anglais,48.8342318805,2.3321285183
PW0009,2019-09-10T12:02:00+02:00,2019-09-10T12:09:00+02:00,75013,Mobile,18689138,3340275,Anglais,48.8901061541,2.3632099736
PW0020,2019-09-10T12:14:00+02:00,2019-09-10T13:44:00+02:00,75001,Mobile,38336529,4167277,Français,48.862650133,2.345916105
PW0186,2019-09-10T12:23:00+02:00,2019-09-10T12:43:00+02:00,75009,Mobile,2498810,534652,Français,48.8769016573,2.3464050031
PW0136,2019-09-10T12:33:00+02:00,2019-09-10T14:33:00+02:00,75019,Ordinateur,99131736,16520632,Allemand,48.8780382168,2.4058081249
PW0075,2019-09-10T13:03:00+02:00,2019-09-10T13:39:00+02:00,75015,Mobile,83811370,2690347,Français,48.8266335927,2.3004174655
PW0125,2019-09-10T13:08:00+02:00,2019-09-10T13:51:00+02:00,75013,Mobile,138288821,6625939,Français,48.8273180542,2.341993717
PW0120,2019-09-10T13:09:00+02:00,2019-09-10T13:14:00+02:00,75012,Mobile,6713038,635384,Français,48.8524066125,2.3716454351
PW0175,2019-09-10T13:16:00+02:00,2019-09-10T13:45:00+02:00,75016,Mobile,57096487,8921616,Espagnol,48.8609372147,2.2893499444
PW0143,2019-09-10T13:22:00+02:00,2019-09-10T14:37:00+02:00,75001,Mobile,7231689,1685962,Français,48.8618194855,2.3476439033
PW0155,2019-09-10T13:28:00+02:00,2019-09-10T14:23:00+02:00,75005,Mobile,301750722,15542817,Français,48.8383992161,2.3537775367
PW0018,2019-09-10T13:31:00+02:00,2019-09-10T13:46:00+02:00,75020,Mobile,44232837,4459017,Français,48.8650911391,2.3989977003
PW0169-1,2019-09-10T13:37:00+02:00,2019-09-10T13:37:00+02:00,75013,Ordinateur,4672644,260258,Français,48.8190213359,2.3450952203
PW0169-1,2019-09-10T13:38:00+02:00,2019-09-10T13:39:00+02:00,75013,Mobile,385126,63888,Français,48.8190213359,2.3450952203
PW0169-1,2019-09-10T13:39:00+02:00,2019-09-10T15:40:00+02:00,75013,Mobile,4266650,1522787,Français,48.8190213359,2.3450952203
PW0199,2019-09-10T13:41:00+02:00,2019-09-10T13:46:00+02:00,75014,Mobile,2784265,673859,Anglais,48.8342318805,2.3321285183
PW0170,2019-09-10T13:49:00+02:00,2019-09-10T14:44:00+02:00,75018,Mobile,105888279,4586744,Français,48.8864505694,2.3654757972
PW0136,2019-09-10T14:00:00+02:00,2019-09-10T14:54:00+02:00,75019,Mobile,1006224,257524,Français,48.8780382168,2.4058081249
PW0175,2019-09-10T14:05:00+02:00,2019-09-10T14:14:00+02:00,75016,Mobile,5660545,338048,Anglais,48.8609372147,2.2893499444
PW0070,2019-09-10T14:12:00+02:00,2019-09-10T14:12:00+02:00,75003,Ordinateur,0,0,Français,48.8562219571,2.3673918201
PW0165-1,2019-09-10T14:17:00+02:00,2019-09-10T14:28:00+02:00,75007,Mobile,40852125,3684785,Anglais,48.8546101225,2.3001906307
PW0122-5,2019-09-10T14:19:00+02:00,2019-09-10T14:20:00+02:00,75004,Ordinateur,3601454,150759,Français,48.8568665354,2.3531718233
PW0123-1,2019-09-10T14:23:00+02:00,2019-09-10T14:34:00+02:00,75004,Mobile,59393831,3861530,Anglais,48.8570518501,2.3523517242
PW0065,2019-09-10T14:32:00+02:00,2019-09-10T14:59:00+02:00,75014,Mobile,35402803,4643870,Français,48.832851161,2.3267672261
PW0165-1,2019-09-10T14:34:00+02:00,2019-09-10T14:49:00+02:00,75007,Mobile,2437039,421817,Espagnol,48.8546101225,2.3001906307
PW0020,2019-09-10T14:34:00+02:00,2019-09-10T16:35:00+02:00,75001,Mobile,49602634,4959562,Français,48.862650133,2.345916105
PW0175,2019-09-10T14:39:00+02:00,2019-09-10T15:02:00+02:00,75016,Mobile,49576780,9835929,Polonais,48.8609372147,2.2893499444
PW0033,2019-09-10T14:43:00+02:00,2019-09-10T16:44:00+02:00,75019,Mobile,80631760,9422611,Français,48.8804061535,2.3765451062
PW0157,2019-09-10T14:47:00+02:00,2019-09-10T15:15:00+02:00,75013,Mobile,61565436,27464120,Français,48.8281858231,2.3586267374
PW0111,2019-09-10T14:48:00+02:00,2019-09-10T16:49:00+02:00,75005,Ordinateur,27990265,10604369,Français,48.842546608,2.3618682436
PW0062,2019-09-10T14:48:00+02:00,2019-09-10T15:11:00+02:00,75013,Mobile,51525701,4794085,Français,48.827750994,2.3595956139
PW0168,2019-09-10T14:49:00+02:00,2019-09-10T15:28:00+02:00,75020,Mobile,22935487,2020359,Français,48.8716051488,2.3849247505
PW0149,2019-09-10T14:51:00+02:00,2019-09-10T15:17:00+02:00,75001,Mobile,13181286,4825182,Portugais,48.8593733254,2.3358223561
PW0133,2019-09-10T14:52:00+02:00,2019-09-10T15:07:00+02:00,75017,Ordinateur,11626679,1570345,Anglais,48.884754514,2.3221209454
PW0175,2019-09-10T14:52:00+02:00,2019-09-10T15:17:00+02:00,75016,Mobile,10058681,13996218,Anglais,48.8609372147,2.2893499444
PW0079,2019-09-10T14:56:00+02:00,2019-09-10T15:28:00+02:00,75013,Mobile,65242077,3274394,Français,48.8331703217,2.3662785877
PW0054,2019-09-10T14:56:00+02:00,2019-09-10T15:09:00+02:00,75014,Mobile,3907308,6774761,Français,48.8337666097,2.3258559779
PW0157,2019-09-10T14:57:00+02:00,2019-09-10T14:58:00+02:00,75013,Mobile,341803,93134,Français,48.8281858231,2.3586267374
PW0120,2019-09-10T15:01:00+02:00,2019-09-10T15:05:00+02:00,75012,Tablette,17981149,1153964,Français,48.8524066125,2.3716454351
PW0122-5,2019-09-10T15:02:00+02:00,2019-09-10T15:46:00+02:00,75004,Mobile,14839825,1626650,Français,48.8568665354,2.3531718233
PW0045,2019-09-10T15:02:00+02:00,2019-09-10T16:16:00+02:00,75020,Ordinateur,199910810,19193806,Français,48.8598387687,2.4032269985
PW0123,2019-09-10T15:09:00+02:00,2019-09-10T15:33:00+02:00,75004,Mobile,24719531,1733222,Anglais,48.8563193139,2.3517550767
PW0190,2019-09-10T15:10:00+02:00,2019-09-10T15:16:00+02:00,75007,Mobile,27999538,2360316,Français,48.8611484589,2.325065434
PW0057,2019-09-10T15:11:00+02:00,2019-09-10T15:59:00+02:00,75020,Mobile,125382514,6834276,Français,48.8705904639,2.3842377501
PW0144,2019-09-10T15:14:00+02:00,2019-09-10T17:14:00+02:00,75020,Mobile,436657795,28773588,Anglais,48.8492339972,2.4120981583
PW0157,2019-09-10T15:15:00+02:00,2019-09-10T15:30:00+02:00,75013,Mobile,46065341,2745250,Français,48.8281858231,2.3586267374
PW0176,2019-09-10T15:17:00+02:00,2019-09-10T15:58:00+02:00,75009,Mobile,290429937,11181111,Espagnol,48.8765956695,2.3317982752
PW0065,2019-09-10T15:18:00+02:00,2019-09-10T15:54:00+02:00,75014,Mobile,6602098,624873,Français,48.832851161,2.3267672261
PW0147,2019-09-10T15:21:00+02:00,2019-09-10T17:21:00+02:00,75010,Ordinateur,482716359,17928787,Français,48.8754298708,2.353666773
PW0002,2019-09-10T15:27:00+02:00,2019-09-10T16:36:00+02:00,75019,Mobile,51983349,2476143,Anglais,48.8867669709,2.3714730505
PW0199,2019-09-10T15:28:00+02:00,2019-09-10T15:58:00+02:00,75014,Mobile,54133857,6101691,Français,48.8342318805,2.3321285183
PW0190,2019-09-10T15:30:00+02:00,2019-09-10T15:36:00+02:00,75007,Mobile,2921107,8074732,Anglais,48.8611484589,2.325065434
PW0144,2019-09-10T15:32:00+02:00,2019-09-10T15:42:00+02:00,75020,Mobile,33730699,3203038,Français,48.8794445126,2.3125231
PW0144,2019-09-10T15:32:00+02:00,2019-09-10T15:42:00+02:00,75020,Mobile,12660494,985140,Français,48.8492339972,2.4120981583
PW0124,2019-09-10T15:33:00+02:00,2019-09-10T15:58:00+02:00,75008,Ordinateur,70215573,5475215,Français,48.877751384,2.3174864787
PW0154,2019-09-10T15:36:00+02:00,2019-09-10T16:20:00+02:00,75010,Mobile,3978561,873142,Français,48.8480849077,2.3496431076
PW0143,2019-09-10T15:37:00+02:00,2019-09-10T16:01:00+02:00,75001,Mobile,111173709,4125582,Anglais,48.8618194855,2.3476439033
PW0065,2019-09-10T15:39:00+02:00,2019-09-10T16:04:00+02:00,75014,Mobile,85876518,15878509,Français,48.832851161,2.3267672261
PW0186,2019-09-10T15:42:00+02:00,2019-09-10T16:29:00+02:00,75009,Mobile,69568500,6175321,Français,48.8769016573,2.3464050031
PW0070,2019-09-10T15:52:00+02:00,2019-09-10T16:51:00+02:00,75003,Ordinateur,32595769,1988529,Français,48.8562219571,2.3673918201
PW0136,2019-09-10T16:01:00+02:00,2019-09-10T16:28:00+02:00,75019,Tablette,27185762,1897550,Français,48.8780382168,2.4058081249
PW0109,2019-09-10T16:03:00+02:00,2019-09-10T16:20:00+02:00,75009,Mobile,60629950,6466779,Français,48.8811113359,2.3323455598
PW0054,2019-09-10T16:08:00+02:00,2019-09-10T16:11:00+02:00,75014,Ordinateur,20582220,1208345,Anglais,48.8337666097,2.3258559779
PW0193,2019-09-10T16:18:00+02:00,2019-09-10T16:33:00+02:00,75004,Mobile,6788271,9270506,Russe,48.8574278537,2.3470199245
PW0143,2019-09-10T16:20:00+02:00,2019-09-10T17:41:00+02:00,75001,Mobile,146490625,10653392,Français,48.8618194855,2.3476439033
PW0152,2019-09-10T16:21:00+02:00,2019-09-10T16:40:00+02:00,75011,Mobile,25988557,16840047,Anglais,48.8649086244,2.381272317
PW0149,2019-09-10T16:22:00+02:00,2019-09-10T16:25:00+02:00,75001,Mobile,3509094,628707,Portugais,48.8593733254,2.3358223561
PW0058,2019-09-10T16:22:00+02:00,2019-09-10T16:50:00+02:00,75012,Mobile,4894275,2254661,Espagnol,48.8324189858,2.3854831767
PW0147,2019-09-10T16:23:00+02:00,2019-09-10T18:24:00+02:00,75010,Ordinateur,215265487,25686804,Français,48.8754298708,2.353666773
PW0031,2019-09-10T16:24:00+02:00,2019-09-10T17:11:00+02:00,75015,Mobile,239779154,9572173,Français,48.8318321726,2.2957560958
PW0147,2019-09-10T16:28:00+02:00,2019-09-10T16:30:00+02:00,75010,Mobile,7420215,17156994,Français,48.8754298708,2.353666773
PW0029,2019-09-10T16:33:00+02:00,2019-09-10T18:34:00+02:00,75011,Ordinateur,120658050,10284463,Français,48.8612659255,2.3785024757
PW0119,2019-09-10T16:37:00+02:00,2019-09-10T17:28:00+02:00,75004,Mobile,21943538,2493928,Français,48.8572732825,2.3512776121
PW0176,2019-09-10T16:39:00+02:00,2019-09-10T17:02:00+02:00,75009,Mobile,33097440,4112914,Anglais,48.8765956695,2.3317982752
PW0058-3,2019-09-10T16:39:00+02:00,2019-09-10T18:17:00+02:00,75012,Tablette,209352428,7946903,Français,48.8368107135,2.3823502437
PW0170-1,2019-09-10T16:43:00+02:00,2019-09-10T18:43:00+02:00,75018,Mobile,479841216,26125158,Français,48.8858336546,2.3650478296
PW0176,2019-09-10T16:43:00+02:00,2019-09-10T17:02:00+02:00,75009,Mobile,26996934,1792327,Français,48.8765956695,2.3317982752
PW0051,2019-09-10T16:49:00+02:00,2019-09-10T18:49:00+02:00,75012,Mobile,796457406,327641173,Français,48.8425411215,2.3974768897
PW0110,2019-09-10T16:50:00+02:00,2019-09-10T16:56:00+02:00,75001,Mobile,25594035,1445216,Anglais,48.8614694222,2.346303724
PW0009,2019-09-10T16:51:00+02:00,2019-09-10T16:58:00+02:00,75013,Mobile,19035873,1340689,Anglais,48.8901061541,2.3632099736
PW0009,2019-09-10T16:52:00+02:00,2019-09-10T18:52:00+02:00,75018,Mobile,273542957,12908039,Arabe,48.8901061541,2.3632099736
PW0002,2019-09-10T16:53:00+02:00,2019-09-10T18:41:00+02:00,75019,Ordinateur,75041458,37478691,Français,48.8867669709,2.3714730505
PW0054,2019-09-10T16:54:00+02:00,2019-09-10T18:54:00+02:00,75014,Ordinateur,42908149,47172175,Français,48.8337666097,2.3258559779
PW0147,2019-09-10T16:57:00+02:00,2019-09-10T16:58:00+02:00,75010,Ordinateur,3045182,566910,Français,48.8754298708,2.353666773
PW0044,2019-09-10T16:59:00+02:00,2019-09-10T18:59:00+02:00,75003,Mobile,385862895,23628074,Français,48.8637689236,2.3598462566
PW0110,2019-09-10T17:00:00+02:00,2019-09-10T17:02:00+02:00,75001,Mobile,4226358,359696,Russe,48.8614694222,2.346303724
PW0045,2019-09-10T17:02:00+02:00,2019-09-10T17:05:00+02:00,75020,Ordinateur,17308077,1126255,Français,48.8598387687,2.4032269985
PW0122,2019-09-10T17:02:00+02:00,2019-09-10T17:09:00+02:00,75004,Tablette,13136796,714575,Français,48.8567634421,2.352648313
PW0123-1,2019-09-10T17:02:00+02:00,2019-09-10T17:19:00+02:00,75004,Mobile,13680753,2642004,Français,48.8570518501,2.3523517242
PW0199,2019-09-10T17:07:00+02:00,2019-09-10T17:45:00+02:00,75014,Mobile,91328155,59611317,Anglais,48.8342318805,2.3321285183
PW0002,2019-09-10T17:08:00+02:00,2019-09-10T18:40:00+02:00,75019,Mobile,42617446,1566146,Italien,48.8867669709,2.3714730505
PW0033,2019-09-10T17:10:00+02:00,2019-09-10T17:31:00+02:00,75019,Ordinateur,25917693,3297601,Français,48.8804061535,2.3765451062
PW0045,2019-09-10T17:10:00+02:00,2019-09-10T18:31:00+02:00,75020,Mobile,80865689,10202832,Français,48.8598387687,2.4032269985
PW0146,2019-09-10T17:11:00+02:00,2019-09-10T17:27:00+02:00,75006,Mobile,15968421,1513047,Anglais,48.8512426095,2.330443623
PW0052,2019-09-10T17:11:00+02:00,2019-09-10T17:25:00+02:00,75011,Ordinateur,12802219,1975920,Anglais,48.860096294,2.3790349615
PW0147,2019-09-10T17:15:00+02:00,2019-09-10T19:15:00+02:00,75010,Ordinateur,258232661,20931994,Français,48.8754298708,2.353666773
PW0047,2019-09-10T17:16:00+02:00,2019-09-10T17:26:00+02:00,75008,Mobile,1735033,185164,Français,48.8760292839,2.3047848256
PW0143,2019-09-10T17:17:00+02:00,2019-09-10T17:41:00+02:00,75001,Tablette,25741256,3221527,Français,48.8618194855,2.3476439033
PW0165-1,2019-09-10T17:19:00+02:00,2019-09-10T17:24:00+02:00,75007,Mobile,8490734,1232139,Anglais,48.8546101225,2.3001906307
PW0147,2019-09-10T17:20:00+02:00,2019-09-10T17:20:00+02:00,75010,Mobile,0,0,Français,48.8754298708,2.353666773
PW0009,2019-09-10T17:20:00+02:00,2019-09-10T18:23:00+02:00,75013,Tablette,110662546,5170670,Français,48.8901061541,2.3632099736
PW0045,2019-09-10T17:23:00+02:00,2019-09-10T17:27:00+02:00,75020,Ordinateur,10698156,386098,Français,48.8598387687,2.4032269985
PW0140,2019-09-10T17:26:00+02:00,2019-09-10T19:27:00+02:00,75016,Mobile,107647187,15838324,Anglais,48.8420822374,2.2635396986
PW0091,2019-09-10T17:27:00+02:00,2019-09-10T17:37:00+02:00,75018,Mobile,45389766,5879239,Français,48.8996859262,2.3519919753
PW0037,2019-09-10T17:27:00+02:00,2019-09-10T17:35:00+02:00,75009,Mobile,1248275,253481,Français,48.8809781342,2.3359366112
PW0199,2019-09-10T17:28:00+02:00,2019-09-10T17:33:00+02:00,75014,Mobile,3513268,279373,Anglais,48.8342318805,2.3321285183
PW0062,2019-09-10T17:34:00+02:00,2019-09-10T17:45:00+02:00,75013,Mobile,5772478,453641,Français,48.827750994,2.3595956139
PW0143,2019-09-10T17:35:00+02:00,2019-09-10T17:48:00+02:00,75001,Mobile,21027768,3996986,Français,48.8618194855,2.3476439033
PW0147,2019-09-10T17:36:00+02:00,2019-09-10T19:36:00+02:00,75010,Ordinateur,198729413,9367275,Français,48.8754298708,2.353666773
PW0147,2019-09-10T17:38:00+02:00,2019-09-10T19:13:00+02:00,75010,Ordinateur,32248600,5086195,Français,48.8754298708,2.353666773
PW0199,2019-09-10T17:45:00+02:00,2019-09-10T17:49:00+02:00,75014,Mobile,3451017,33425225,Anglais,48.8342318805,2.3321285183
PW0163,2019-09-10T17:46:00+02:00,2019-09-10T18:48:00+02:00,75004,Ordinateur,53869866,8453784,Espagnol,48.8556307839,2.3656584031
PW0109,2019-09-10T17:54:00+02:00,2019-09-10T18:35:00+02:00,75009,Ordinateur,32031044,7636904,Français,48.8811113359,2.3323455598
PW0009,2019-09-10T17:54:00+02:00,2019-09-10T18:00:00+02:00,75018,Mobile,1811766,314342,Anglais,48.8901061541,2.3632099736
PW0050,2019-09-10T17:55:00+02:00,2019-09-10T19:20:00+02:00,75004,Ordinateur,174113575,22485276,Français,48.853423534,2.3591792373
PW0143,2019-09-10T17:55:00+02:00,2019-09-10T19:56:00+02:00,75001,Mobile,17925521,1604472,Anglais,48.8618194855,2.3476439033
PW0112,2019-09-10T17:57:00+02:00,2019-09-10T19:39:00+02:00,75001,Mobile,95690899,134475394,Français,48.8614889106,2.3441541095
PW0143,2019-09-10T18:01:00+02:00,2019-09-10T20:02:00+02:00,75001,Tablette,551997373,98702797,Français,48.8618194855,2.3476439033
PW0111,2019-09-10T18:02:00+02:00,2019-09-10T18:28:00+02:00,75005,Ordinateur,35991122,2583844,Anglais,48.842546608,2.3618682436
PW0170,2019-09-10T18:06:00+02:00,2019-09-10T18:12:00+02:00,75018,Mobile,14290421,822248,Arabe,48.8864505694,2.3654757972
PW0059,2019-09-10T18:07:00+02:00,2019-09-10T19:38:00+02:00,75007,Ordinateur,81508987,12966394,Français,48.8580688977,2.3089898828
PW0149,2019-09-10T18:14:00+02:00,2019-09-10T18:17:00+02:00,75001,Mobile,4597108,277798,Français,48.8593733254,2.3358223561
PW0009,2019-09-10T18:14:00+02:00,2019-09-10T19:23:00+02:00,75013,Mobile,15244418,2087348,Anglais,48.8901061541,2.3632099736
PW0115,2019-09-10T18:14:00+02:00,2019-09-10T18:45:00+02:00,75005,Mobile,642330,1540531,Français,48.8393069888,2.3387816735
PW0006,2019-09-10T18:15:00+02:00,2019-09-10T18:18:00+02:00,75018,Ordinateur,9452365,552192,Français,48.8844631298,2.3541416014
PW0144,2019-09-10T18:15:00+02:00,2019-09-10T18:23:00+02:00,75020,Mobile,12820845,2032552,Français,48.8794445126,2.3125231
PW0153,2019-09-10T18:16:00+02:00,2019-09-10T18:25:00+02:00,75004,Mobile,19258572,6544066,Français,48.8580407243,2.3492201015
PW0056,2019-09-10T18:16:00+02:00,2019-09-10T18:42:00+02:00,75011,Mobile,90791027,4251516,Français,48.8698926807,2.3751172843
PW0182,2019-09-10T18:19:00+02:00,2019-09-10T19:14:00+02:00,75019,Mobile,61855645,4476597,Français,48.8827940633,2.3827054256
PW0069,2019-09-10T18:19:00+02:00,2019-09-10T18:20:00+02:00,75013,Mobile,1478444,77999,Français,48.8322068,2.3474197664
PW0030,2019-09-10T18:20:00+02:00,2019-09-10T19:26:00+02:00,75012,Mobile,4543415,727279,Français,48.8404878126,2.3925067765
